,Ticker,Drug,Indication,Stage,Catalyst-date,Catalyst-note
1585,BPTH,Prexigebersen - BP1001 + Decitabine + Venetoclax,Acute myeloid leukemia (AML) and myelodysplastic syndrome (MDS),phase2,03/06/2019,"Phase 2 data noted 5/17 complete responses following updated analysis - March 6, 2019."
1586,PFNX,CRM197,Pneumococcal conjugate vaccine,phase3,03/06/2019,"Phase 3 trial of partnered product met primary endpoint - March 6, 2019."
1587,AGN,RAPASTINEL,Major depressive disorder (MDD),phase3,03/06/2019,"Phase 3 trials did not meet primary endpoints - March 6, 2019."
1588,ALNY,Givosiran,Acute hepatic porphyrias,phase3,03/06/2019,"Phase 3 data released March 6, 2019 met primary endpoint. SAEs double that of placebo. Rolling NDA has been initiated."
1589,VRTX,VX-445 in combination with tezacaftor and ivacaftor,Cystic fibrosis (CF) who have one copy of the F508del mutation and one minimal function mutation and patients with two copies of the F508del mutation,phase3,03/06/2019,"Phase 3 data released March 6, 2019 - primary endpoint met."
1590,SNDX,Entinostat plus Tecentriq - ENCORE 602,Triple negative breast cancer (TNBC),phase2,03/07/2019,"Phase 2 top-line data March 7, 2019 failed to meet endpoints."
1591,SNDX,Entinostat plus Tecentriq - ENCORE 603,Ovarian cancer,phase1.5,03/07/2019,"Phase 2 top-line data March 7, 2019 failed to meet endpoints."
1592,CELG,TECENTRIQ (atezolizumab) plus Abraxane,Triple-negative breast cancer,approved,03/08/2019,"FDA Approval announced March 8, 2019."
1593,RHHBY,TECENTRIQ (atezolizumab) plus Abraxane,Triple-negative breast cancer,approved,03/08/2019,"FDA Approval announced March 8, 2019."
1594,AMAG,Makena,Preterm birth ,phase3,03/08/2019,Phase 3b trial did not meet co-primary endpoints.
1595,LQDA,LIQ861 - INSPIRE,Pulmonary arterial hypertension,phase3,03/11/2019,Primary endpoint of safety and tolerability met.
1596,AXGT,AXO-Lenti-PD - SUNRISE-PD,Parkinson's disease,phase1.5,03/11/2019,"Phase 1/2 initial positive data from first two patients released March 11, 2019."
1597,REGN,Dupixent (dupilumab),Atopic dermatitis 12-17 year-olds,approved,03/11/2019,"FDA approval announced March 11, 2019."
1598,SNY,Dupixent (dupilumab),Atopic dermatitis 12-17 year-olds,approved,03/11/2019,"FDA approval announced March 11, 2019."
1599,LLY,Ramucirumab,Non-small cell lung cancer,phase3,03/12/2019,"Phase 3 PFS primary endpoint met - March 12, 2019."
1600,NBIX,NBI-74788,Congenital Adrenal Hyperplasia (CAH) - adults,phase2a,03/12/2019,"Phase 2a positive interim data released March 12, 2019."
1601,AERI,Roclatan,Glaucoma,approved,03/13/2019,"FDA Approval announced March 12, 2019."
1602,SPPI,SPI-2012 (ROLONTIS),Chemotherapy-Induced Neutropenia,blaFiling,03/15/2019,"BLA withdrawn following request from FDA for further manufacturing information - March 15, 2019."
1603,PFE,PF-05280014 TRAZIMERA,Herceptin biosimilar,approved,03/15/2019,"FDA Approval March 11, 2019."
1604,AZN,Farxiga - DECLARE,Type-2 diabetes,phase3,03/18/2019,"Phase 3 data presented 18 March, 2019 noted 18% decrease in MACE events vs placebo."
1605,DERM,Lebrikizumab,Atopic Dermatitis,phase2b,03/18/2019,"Phase 2b data released March 18, 2019 met primary endpoints. Phase 3 trial to be initiated later in 2019."
1606,AGN,AVYCAZ (ceftazidime and avibactam),Complicated Urinary Tract Infections (cUTI) - pediatric,approved,03/18/2019,"FDA Approval announced March 18, 2019."
1607,ARPO,AKB-9778 - TIME 2B,Non-Proliferative Diabetic Retinopathy,phase2,03/18/2019,"Phase 2 data released March 18, 2019 did not meet primary endpoint."
1608,AMRN,Vascepa,High Triglycerides With Mixed Dyslipidemia,phase3,03/18/2019,"sNDA filing due late 1Q 2019. New data due March 18, 2019 noted 30% risk reduction in total cardiovascular events compared to placebo."
1609,LPTX,DKN-01 and Paclitaxel,Endometrial Cancer,phase2,03/18/2019,"Phase 2 data March 18, 2019 noted 1/21 PRs in combo trial, 1/12 PRs as monotherapy."
1610,RHHBY,Tecentriq+cb+etoposide - IMpower133,Squamous non-small cell lung cancer (NSCLC),approved,03/18/2019,"FDA approval announced March 18, 2019."
1611,UROV,Vibegron,Overactive bladder (OAB),phase3,03/19/2019,"Phase 3 data released March 18, 2019 - primary endpoints met. Numerically better than tolterodine but with no p-value."
1612,ABBV,Venetoclax - CANOVA,Relapsed or refractory multiple myeloma,phase3,03/19/2019,"Partial clinical hold announced March 19, 2019."
1613,SAGE,Brexanolone - SAGE-547 (202C),Postpartum Depression - moderate,approved,03/19/2019,"FDA approval announced March 19, 2018."
1614,LGND,Brexanolone - SAGE-547 (202C),Postpartum Depression - moderate,approved,03/19/2019,"FDA approval announced March 19, 2018."
1615,ALT,NasoVAX,Flu vaccine,phase2,03/19/2019,"Phase 2 additional data released March 19, 2019 noted all patients remained seroprotected."
1616,BFRA,Ameluz,Actinic keratosis,phase3,03/20/2019,"Phase 3 data met primary endpoint - March 20, 2019."
1617,JAZZ,JZP-110,Excessive sleepiness associated with narcolepsy,approved,03/20/2019,"FDA Approval announced March 20, 2019."
1618,CYTK,Omecamtiv mecarbil GALACTIC-HF,Acute heart failure,phase3,03/20/2019,"Phase 3 interim analysis March 20, 2019 noted trial to continue as planned. "
1619,AMGN,Omecamtiv mecarbil GALACTIC-HF,Acute heart failure,phase3,03/20/2019,"Phase 3 interim analysis March 20, 2019 noted trial to continue as planned. "
1620,BIIB,Aducanumab (Aβ mAb) - EMERGE,Alzheimer’s disease,phase3,03/21/2019,Phase 3 trial discontinued due to futility - unlikely to meet primary endpoint upon completion
1621,BIIB,Aducanumab (Aβ mAb) - ENGAGE,Alzheimer’s disease,phase3,03/21/2019,Phase 3 trial discontinued due to futility - unlikely to meet primary endpoint upon completion.
1622,CNAT,Emricasan,NASH fibrosis - ENCORE-NF trial,phase2b,03/21/2019,"Phase 2b trial did not meet primary endpoint - March 21, 2019."
1623,OPK,OPK88003,Obesity and diabetes,phase2b,03/21/2019,"Phase 2b top-line data March 21, 2019 met primary endpoint."
1624,JNJ,Guselkumab vs Cosentyx - ECLIPSE,Psoriasis,phase3,03/21/2019,"Phase 3 primary endpoint met - December 12, 2018."
1625,MOR,Guselkumab vs Cosentyx - ECLIPSE,Psoriasis,phase3,03/21/2019,"Phase 3 primary endpoint met - December 12, 2018."
1626,LXRX,Sotagliflozin,Type 1 Diabetes,crl,03/22/2019,"CRL issued March 22, 2019."
1627,REPH,Intravenous (IV) meloxicam,Acute pain following bunionectomy surgery,crl,03/22/2019,"First CRL announced May 24, 2018. Second CRL issued March 22, 2019."
1628,AIMT,AR101 ARTEMIS,Peanut Allergy,phase3,03/25/2019,"Phase 3 trial met primary endpoint - March 25, 2019."
1629,PTI,PTI-801 + Symdeko,Cystic fibrosis,phase1,03/25/2019,Development to be discontinued due to lack of efficacy.
1630,PTI,PTI-428 + Symdeko,Cystic fibrosis,phase2,03/25/2019,Development to be discontinued due to lack of efficacy.
1631,ALDX,Reproxalap (ADX-102),Allergic conjunctivitis,phase3,03/26/2019,"Phase 3 data March 25, 2019  - primary endpoint met."
1632,CANF,Namodenoson (CF102),Cancer - advanced liver cancer second line,phase1.5,03/26/2019,"Phase 2 data did not meet primary endpoint - March 27, 2019."
1633,PFNX,PF743 (JZP-458),Cataplexy and Excessive Daytime Sleepiness in Narcolepsy,phase3,03/26/2019,"Phase 3 data released March 26, 2019 met primary endpoint."
1634,JAZZ,PF743 (JZP-458),Cataplexy and Excessive Daytime Sleepiness in Narcolepsy,phase3,03/26/2019,"Phase 3 data released March 26, 2019 met primary endpoint."
1635,INCY,DPX-Survivac and epacadostat (DeCidE1),Ovarian cancer,phase1.5,03/26/2019,"Phase 1b/2 update March 26, 2019 noted 83% (5 of 6) stable disease (SD). Further data due 2Q 2019."
1636,IMV,DPX-Survivac and epacadostat (DeCidE1),Ovarian cancer,phase1.5,03/26/2019,"Phase 1b/2 update March 26, 2019 noted 83% (5 of 6) stable disease (SD). Further data due 2Q 2019."
1637,CNCE,AVP-786,Agitation in patients with Alzheimer's disease,phase3,03/26/2019,Phase 3 first trial data noted primary endpoint met with one of the two doses. 
1638,NVS,Mayzent (siponimod/BAF312),Secondary progressive multiple sclerosis,approved,03/26/2019,"FDA approval announced March 26, 2019."
1639,OSMT,Ontinua ER,Spasticity resulting from multiple sclerosis,phase3,03/27/2019,"Phase 3 data March 27, 2019 noted one of two endpoints met."
1640,GLPG,Filgotinib,Rheumatoid arthritis (RA),phase3,03/28/2019,"Phase 3 data released March 28, 2019 - primary endpoint met."
1641,GILD,Filgotinib,Rheumatoid arthritis (RA),phase3,03/28/2019,"Phase 3 data released March 28, 2019 - primary endpoint met."
1642,TCDA,TRC 101,Chronic kidney disease ,phase3,03/28/2019,TRCA-301E data met primary endpoint. 
1643,PRTO,Vonapanitase (PRT-201) PATENCY-2,Chronic kidney disease (CKD) patients undergoing surgical placement of an arteriovenous fistula (AVF),phase3,03/28/2019,"Phase 3 data released Match 28, 2019 did not meet primary endpoint."
1644,SGEN,Enfortumab vedotin,Urothelial cancer,phase2,03/28/2019,"Phase 2 pivotal data March 28, 2019 noted 44% ORR."
1645,GLPG,Filgotinib - FINCH 3,Rheumatoid arthritis (RA),phase3,03/28/2019,"Phase 3 data released March 28, 2019 - primary endpoint met."
1646,GILD,Filgotinib - FINCH 3,Rheumatoid arthritis (RA),phase3,03/28/2019,"Phase 3 data released March 28, 2019 - primary endpoint met."
1647,SUPN,SPN-812 (P301),ADHD,phase3,03/28/2019,"Data from final trial due March 28, 2019 noted 400mg dose met primary, but 600mg did not meet primary endpoint."
1648,TGTX,TG-1101 and TGR-1202 - UNITY-NHL study,Non-Hodgkin Lymphoma (NHL) ,phase23,04/01/2019,Data at AACR April 1 noted 52% ORR.
1649,ADMA,RI-002,Primary Immune Deficiency Diseases,approved,04/01/2019,"FDA Approval announced April 1, 2019."
1650,ADXS,ADXS-PSA and Keytruda - KEYNOTE-046,Castrate-resistant prostate cancer,phase1.5,04/01/2019,"Phase 1 monotherapy, overall survival was 8.5 months, combo with Keytruda 23 months."
1651,SGMO,SB-525,Hemophilia A,phase1.5,04/02/2019,Phase 1/2 FVIII levels 140 and 94% of normal (or 93% and 65%) depending on measure.
1652,CLVS,Rucaparib,Platinum-sensitive pancreatic cancer,phase2,04/02/2019,Phase 2 data presented at AACR April 2019. PFS 9.1 months.
1653,NLNK,NLG207 (CRLX101) and paclitaxel,Platinum-resistant ovarian cancer,phase2,04/02/2019,"Phase 2 data presented at AACR  April 2, 2019. ORR 27%."
1654,CTMX,CX-2009 - PROCLAIM,Solid tumors,phase1.5,04/02/2019,"Phase 1/2 updated data at AACR April 2, 2019. 7/71 partial responses."
1655,JNCE,JTX-2011,Solid tumors - Cancer,phase1.5,04/02/2019,Phase 1/2 data at AACR - PFS: median 6.2 months for patients with ICOS hi CD4 T cells.
1656,EVOK,Gimoti - EVK-001,Female diabetic gastroparesis,crl,04/02/2019,"CRL issued April 2, 2019."
1657,TROV,Onvansertib (PCM-075) and Zytiga,Prostate cancer,phase1.5,04/02/2019,"Phase 1/2 safety and initial efficacy data to be presented at AACR April 2, 2019. 1/6 unconfirmed partial responses."
1658,PFE,IBRANCE (palbociclib),HR+/HER2- advanced breast cancer in men,approved,04/04/2019,"FDA approval of sNDA announced April 4, 2019."
1659,AZN,Fasenra,Hypereosinophilic Syndrome,phase2,04/04/2019,"Phase 2 trial met primary endpoint - noted April 4, 2019."
1660,TROV,Onvansertib (PCM-075),Acute Myeloid Leukemia (AML),phase1.5,04/05/2019,"Phase 1/2 data April 5, 2019 noted 3/6 complete responses in onvansertib + decitabine high dose arm."
1661,ZGNX,FINTEPLA (ZX008),Dravet syndrom,ndaFiling,04/08/2019,"Refusal to file Letter (RTF) issued April 8, 2019."
1662,GSK,Dolutegravir + lamivudine,HIV,approved,04/08/2019,"FDA approval announced April 8, 2019."
1663,UTHR,Esuberaprost - BEAT,Pulmonary arterial hypertension (PAH),phase3,04/08/2019,"Phase 3 data released April 8, 2019 did not meet primary endpoint."
1664,ALKS,Aristada and Invega Sustenna,Schizophrenia,phase3,04/09/2019,"Phase 3 data released April 9, 2019 - primary endpoint met."
1665,AMGN,EVENITY (Romosozumab),Osteoporosis,approved,04/09/2019,"FDA Approval announced April 9, 2019."
1666,MRK,Keytruda - KEYNOTE-042,Non-small cell lung cancer (NSCLC),approved,04/11/2019,"FDA Approval announced April 11, 2019."
1667,VKTX,VK2809,Hypercholesterolemia and Non-Alcoholic Fatty Liver Disease,phase2,04/11/2019,"Data presented at April 11, 2019 noted 70% of patients saw >50% liver fat content."
1668,LGND,VK2809,Hypercholesterolemia and Non-Alcoholic Fatty Liver Disease,phase2,04/11/2019,"Data presented at April 11, 2019 noted 70% of patients saw >50% liver fat content."
1669,EIGR,Pegylated Interferon Lambda (LIMT HDV),Hepatitis delta virus (HDV),phase2,04/11/2019,Phase 2 LIMT data noted  36% curable virologic response at 24 weeks post-treatment - April 11. 2019.
1670,ICPT,Ocaliva (Obeticholic acid (OCA)) - REGENERATE,Adult nonalcoholic steatohepatitis (NASH) patients.,phase3,04/11/2019,"Additional data presented April 11, 2019."
1671,JNJ,Erdafitinib,Urothelial cancer,approved,04/12/2019,"FDA Approval announced April 12, 2019."
1672,TCON,TRC105 (TAPPAS),Angiosarcoma cancer,phase3,04/12/2019,"Phase 3 interim analysis April 12, 2019 noted trial to be terminated due to futility."
1673,CLVS,Rucaparib - ATLAS,Urothelial carcinoma,phase2,04/12/2019,"Phase 2 trial to be discontinued due to lack of efficacy - April 12, 2019."
1674,ASMB,ABI-H0731,Hepatitis B virus (HBV),phase2a,04/13/2019,"Phase 2a initial data presented at EASL, April 2019."
1675,AXSM,AXS-05,Smoking cessation,phase2,04/15/2019,"Phase 2 top-line data met primary endpoint - April 15, 2019."
1676,FBIO,MB-107,X-linked Severe Combined Immunodeficiency (XSCID),phase1.5,04/17/2019,Phase 1/2 trial ongoing. Initial data noted in NEJM.
1677,MBIO,MB-107,X-linked Severe Combined Immunodeficiency (XSCID),phase1.5,04/17/2019,Phase 1/2 trial ongoing. Initial data noted in NEJM.
1678,LLY,Tanezumab,Osteoarthritis,phase3,04/18/2019,Phase 3 trial met 2/3 primary endpoints in 5mg arm but failed to meet endpoints in 2.5mg arm.
1679,PFE,Tanezumab,Osteoarthritis,phase3,04/18/2019,Phase 3 trial met 2/3 primary endpoints in 5mg arm but failed to meet endpoints in 2.5mg arm.
1680,LLY,Taltz (Ixekizumab),Non-radiographic axial spondyloarthritis,phase3,04/22/2019,"Phase 3 data released April 22, 2019 met primary endpoint. Regulatory filing planned later in 2019."
1681,MRK,KEYTRUDA and Inlyta - KEYNOTE-426,Renal cell carcinoma,approved,04/22/2019,"FDA approval announced April 22, 2019."
1682,PFE,KEYTRUDA and Inlyta - KEYNOTE-426,Renal cell carcinoma,approved,04/22/2019,"FDA approval announced April 22, 2019."
1683,AKTX,Coversin,Bullous Pemphigoid,phase2,04/23/2019,"Phase 2 data initial positive data released April 23, 2019."
1684,ABBV,Risankizumab,Psoriasis ,approved,04/23/2019,"FDA approval announced April 23, 2019."
1685,GILD,Selonsertib (GS-4997) - STELLAR 3,Nonalcoholic steatohepatitis (NASH),phase3,04/25/2019,"Phase 3 data April 25, 2019 did not meet primary endpoint."
1686,BMY,CM-714 Opdivo + Yervoy,First-line Head and Neck Cancer,phase2,04/25/2019,"Phase 2 data April 25, 2019 did not meet primary endpoints."
1687,MRK,Keytruda KN-062,Gastric cancer,phase3,04/25/2019,"Phase 3 data released April 25, 2019 noted that monotherapy arm met noninferiority primary endpoint. Combo arm did not meet OS/PFS endpoints."
1688,BHC,DUOBRII (halobetasol propionate and tazarotene),Psoriasis,approved,04/25/2019,"FDA approval announced April 25, 2019."
1689,CELG,REVLIMID - ROBUST,First-line ABC Diffuse large B-cell lymphoma (DLBCL),phase3,04/25/2019,"Phase 3 data released April 25, 2019 did not meet primary endpoint."
1690,REGN,Praluent (alirocumab) ODYSSEY OUTCOMES,Cardiovascular events,approved,04/26/2019,"FDA approval announced April 26, 2019."
1691,SNY,Praluent (alirocumab) ODYSSEY OUTCOMES,Cardiovascular events,approved,04/26/2019,"FDA approval announced April 26, 2019."
1692,ORTX,OTL-300,Transfusion-dependent beta-thalassemia (TDBT),phase1.5,04/29/2019,"Phase 1/2 data presented April 29, 2019."
1693,VRTX,Ivacaftor,Cystic Fibrosis (6-12 mths),approved,04/30/2019,"FDA Approval announced April 30, 2019."
1694,NBRV,Contepo,Complicated urinary tract infections (cUTI),crl,04/30/2019,"CRL issued April 30, 2019."
1695,SNY,Dengvaxia,Dengue,approved,05/01/2019,"FDA approval announced May 1, 2019."
1696,HRTX,HTX-011,Post operative pain,crl,05/01/2019,"CRL announced May 1, 2019."
1697,AGIO,Ivosidenib,Frontline AML with IDH1 mutation,approved,05/02/2019,"FDA Approval announced May 2, 2019."
1698,VTGN,AV-101,Monotherapy Treatment Major Depressive Disorder,phase2,05/02/2019,"Phase 2 data May 2, 2019 did not meet primary endpoint."
1699,TBPH,Closed Triple - CAPTAIN,Asthma,phase3,05/02/2019,"Phase 3 data released May 2, 2019 met primary but missed key secondary endpoint."
1700,GSK,Closed Triple - CAPTAIN,Asthma,phase3,05/02/2019,"Phase 3 data released May 2, 2019 met primary but missed key secondary endpoint."
1701,INVA,Closed Triple - CAPTAIN,Asthma,phase3,05/02/2019,"Phase 3 data released May 2, 2019 met primary but missed key secondary endpoint."
1702,AZN,"Qternmet XR (dapagliflozin, saxagliptin and metformin hydrochloride)",Type 2 diabetes,approved,05/03/2019,"FDA approval announced May 3, 2019."
1703,URGN,MitoGel - UGN-101,Urothelial Carcinoma,phase3,05/05/2019,"Phase 3 data May 5, 2019 noted 59% CR. 6-month CR durability 89%. "
1704,NVS,Zolgensma AVXS-101 SPRINT,"Pre-symptomatic patients with spinal muscular atrophy (SMA) Types 1, 2 and 3",phase3,05/05/2019,"Phase 3 data May 5, 2019 noted all patients (18/18) were alive and event-free"
1705,CYTK,Reldesemtiv (CK-2127107) - FORTITUDE-ALS,Amyotrophic lateral sclerosis (ALS),phase2,05/05/2019,Phase 2 trial failed to meet primary endpoint.
1706,OSMT,RVL-1201,Blepharoptosis,phase3,05/06/2019,"Phase 3 data May 6, 2019 met primary endpoint."
1707,PFE,Tafamidis,Transthyretin amyloid cardiomyopathy (ATTR-CM),approved,05/06/2019,"FDA approval announced May 6, 2019."
1708,PFE,Tafamidis (tafamidis free acid form),Transthyretin amyloid cardiomyopathy (ATTR-CM),approved,05/06/2019,"FDA approval announced May 6, 2019."
1709,RHHBY,Kadcyla (KATHERINE),HER2-positive breast cancer - residual invasive disease,approved,05/06/2019,"FDA approval announced May 6, 2019."
1710,AZN,Calquence,Relapsed/refractory chronic lymphocytic leukaemia,phase3,05/07/2019,"Phase 3 positive interim data released May 7, 2019. Trial to be stopped early."
1711,AZN,Trastuzumab deruxtecan - - DESTINY-Breast01,Third line HER2+ breast cancer,phase2,05/08/2019,"Phase 2 data met primary endpoint - May 8, 2019. BLA filing due 2H 2019."
1712,PRVB,PRV-300,Ulcerative Colitis,phase1b,05/08/2019,"Phase 1b top-line data May 8, 2019 noted primary safety and tolerability endpoint met but secondary efficacy endpoints were not met."
1713,BMY,CM-498 Opdivo,Phase 3 data due 2H 2019.,phase3,05/09/2019,"Phase 3 data released May 9, 2019 did not meet primary endpoint."
1714,CMRX,Oral Brincidofovir - AdAPT Study,Allogeneic hematopoietic stem cell transplant (HCT) recipients with adenovirus (AdV),phase2,05/09/2019,"Phase 2 trial discontinued - May 9, 2019."
1715,QURE,AMT-061,Hemophilia B,phase2b,05/10/2019,"Phase 2b 26-week follow-up May 10, 2019 noted mean FIX of 47% of normal."
1716,LLY,Ramucirumab REACH-2,Hepatocellular Carcinoma,approved,05/13/2019,"FDA approval announced May 13, 2019."
1717,SLDB,SGT-001,Duchenne Muscular Dystrophy,phase1.5,05/13/2019,"Update May 12, 2019 noted my drug related serious adverse event."
1718,NERV,MIN-202 (seltorexant),Major Depressive Disorder,phase2b,05/13/2019,"Phase 2b data May 13, 2019 noted p-value was 0.083."
1719,REGN,EYLEA - PANAROMA,Nonproliferative Diabetic Retinopathy,approved,05/13/2019,"FDA Approval announced May 13, 2019."
1720,PFE,BAVENCIO (avelumab) and INLYTA (axitinib),Renal cell carcinoma (RCC),approved,05/14/2019,"FDA Approval announced May 14, 2019."
1721,MGTX,AAV-RPE65,RPE65-Deficiency,phase1.5,05/14/2019,Phase 1/2 data met primary endpoint of safety and tolerability.
1722,MYOV,Relugolix - LIBERTY 1 and LIBERTY 2,Menstrual bleeding associated with uterine fibroids,phase3,05/14/2019,Phase 3 LIBERTY 1 top-line data met primary endpoint.
1723,AGIO,AG-120 Ivosidenib,IDH1 mutant positive cholangiocarcinoma - cancer,phase3,05/15/2019,"Phase 3 data released May 15, 2019 met primary endpoint."
1724,ABBV,Venetoclax and obinutuzumab,Chronic Lymphocytic Leukemia,approved,05/15/2019,"FDA approval announced May 15, 2019."
1725,RHHBY,Venetoclax and obinutuzumab,Chronic Lymphocytic Leukemia,approved,05/15/2019,"FDA approval announced May 15, 2019."
1726,ADXS,Axalimogene filolisbac - AIM2CERV Trial,"High-risk, locally advanced cervical cancer",phase3,05/15/2019,Phase 3 partial clinical hold lifted.
1727,PFE,PF-04965842 - abrocitinib,Moderate-to-severe atopic dermatitis (AD),phase3,05/15/2019,"Phase 3 data released May 15, 2019 met primary endpoints."
1728,IOVA,LN-145,Cervical cancer,phase2,05/15/2019,"Abstract released May 15, 2019 noted 44% ORR."
1729,MOR,Lenalidomide + MOR208 - L-MIND,Relapsed or refractory diffuse large B cell lymphoma,phase2,05/16/2019,Phase 2 primary endpoint met.
1730,ACHN,Danicopan (ACH-4471),Paroxysmal nocturnal hemoglobinuria (PNH),phase2,05/17/2019,"Phase 2 interim data May 17, 2019. Noted reduction in blood transfusions from 34 transfusions in the 24 weeks prior to screening to 1 transfusion during treatment"
1731,ABBV,Depatuxizumab mafodotin ABT-414,Glioblastoma (rGBM),phase3,05/17/2019,"Phase 3 trial did not meet primary endpoint at interim analysis - May 17, 2019."
1732,MDCO,Inclisiran - ORION 3,Cardiovascular disease (ASCVD),phase2,05/20/2019,"Phase 2 open-label data presented May 18, 2019. 51% decrease in LDL-C levels."
1733,MRK,Keytruda KN-119,Triple negative breast cancer (TNBC),phase3,05/20/2019,"Phase 3 data May 20, 2019 did not meet primary endpoint."
1734,OCUL,OTX-TP,Glaucoma and ocular hypertension,phase3,05/20/2019,"Phase 3 data May 20, 2019 did not meet primary endpoint."
1735,PFE,Encorafenib and cetuximab - BEACON CRC,BRAF-Mutant Colorectal Cancer,phase3,05/21/2019,"Phase 3 interim analysis May 21, 2019 met primary ORR and OS endpoints."
1736,MNK,CPP-1X/sulindac,Familial Adenomatous Polyposis (FAP) ,phase3,05/21/2019,"Phase 3 data released May 7, 2019 did not meet primary endpoint."
1737,TOCA,Toca 511 & Toca FC - Toca 5,Recurrent brain cancer,phase23,05/21/2019,"Phase 2/3 second analysis noted trial to continue - May 21, 2019. Final analyses 4Q 2019."
1738,BCRX,BCX7353 - APeX-2,Reduce or eliminate attacks in HAE patients ,phase3,05/21/2019,"Phase 3 data May 21, 2019 met primary endpoint but lower than expectations."
1739,ONCS,TAVO + KEYTRUDA KEYNOTE-890,Triple negative breast cancer (TNBC),phase2,05/22/2019,"Phase 2 enrolment to be completed in 2019 with top-line data due 2H 2019. Interim data May 22, 2019 noted 2/10 partial responses."
1740,INCY,Ruxolitinib,Graft versus host disease,approved,05/24/2019,"FDA approval announced May 24, 2019."
1741,NVS,Zolgensma AVXS-101,Spinal muscular atrophy (SMA) Type 1,approved,05/24/2019,"FDA Approval announced May 24, 2019."
1742,KZR,KZR-616,Lupus,phase1b,05/28/2019,"Initial Phase 1b top-line data released May 28, 2019."
1743,CELG,REVLIMID - AUGMENT,Relapsed or Refractory Follicular Lymphoma,approved,05/28/2019,"FDA Approval announced May 28, 2019."
1744,AGN,Cariprazine,Bipolar I Depression,approved,05/28/2019,"FDA Approval announced May 28, 2019."
1745,BMRN,Valoctocogene roxaparvovec (BMN 270),Hemophilia A,phase3,05/28/2019,"Phase 3 interim data released May 28, 2019 - Factor VIII level =36 (23 to 26 weeks)."
1746,BMRN,Valoctocogene roxaparvovec (BMN 270),Hemophilia A,phase1.5,05/28/2019,"Phase 1/2 three-year data May 28, 2018 noted 96% decrease in bleeding rate"
1747,NVS,QMF149,Asthma,phase3,05/30/2019,Phase 3 trial met primary endpoint.
1748,ZFGN,ZGN-1061,Diabetes,phase2,05/30/2019,"Noted May 30, 2019 that clinical hold has yet to be resolved."
1749,IOVA,LN-145,Cervical cancer,phase2,05/31/2019,"Data released May 31, 2019 noted ORR 44%; CR 11%."
1750,SRRA,SRA737,Advanced Solid Tumors or Non-Hodgkin's Lymphoma (NHL),phase1.5,06/01/2019,"Phase 1/2 preliminary data ASCO June 1, 2019 noted stable disease rate of 32%."
1751,CTMX,CX-072 - PROCLAIM-CX-072,Solid tumors,phase1.5,06/01/2019,"Phase 1/2 updated data at ASCO June 1, 2019.  4/65 partial responses."
1752,SRRA,SRA737 + Low-Dose Gemcitabine,Solid Tumors,phase1.5,06/01/2019,"Phase 1/2 preliminary data of ORR 30% at ASCO June 1, 2019. 8am."
1753,CLDX,CDX-3379,Recurrent/metastatic head and neck squamous cell cancer,phase1.5,06/01/2019,"Phase 2 data ASCO June 1, 2019 noted 2/19 CRs + one PR."
1754,NKTR,NKTR-214 + OPDIVO (nivolumab) - PIVOT-2,"Urothelial carcinoma, Melanoma, Renal Cell Carcinoma and Non-Small Cell Lung Cancers",phase1.5,06/01/2019,"Phase 1/2 updated melanoma data June 1, 2019 noted ORR was 53% (34% CR)."
1755,BMY,NKTR-214 + OPDIVO (nivolumab) - PIVOT-2,"Urothelial carcinoma, Melanoma, Renal Cell Carcinoma and Non-Small Cell Lung Cancers",phase1.5,06/01/2019,"Phase 1/2 updated melanoma data June 1, 2019 noted ORR was 53% (34% CR)."
1756,AZN,Lynparza (POLO),Pancreatic cancer,phase3,06/02/2019,Phase 3 data at ASCO noted median PFS 7.4 months vs 3.8 months for placebo. HR 0.53.
1757,MRK,Lynparza (POLO),Pancreatic cancer,phase3,06/02/2019,Phase 3 data at ASCO noted median PFS 7.4 months vs 3.8 months for placebo. HR 0.53.
1758,CELG,Iberdomide (CC-220) and dexamethasone,Relapsed and/or refractory multiple myeloma (RRMM),phase1.5,06/02/2019,"Phase 1/2 data presented at ASCO June 2, 2019. Overall response rate 32% (19/59)."
1759,PBYI,Neratinib monotherapy with high dose loperamide prophylaxis - CONTROL,Extended adjuvant treatment of early stage HER2-positive breast cancer,phase2,06/02/2019,"Phase 2 data at ASCO June 2, 2019. Discontinuation 14-45%."
1760,NVS,Xolair (omalizumab),Chronic rhinosinusitis with nasal polyps (CRSwNP),phase3,06/03/2019,"Phase 3 trials met primary endpoints - June 3, 2019."
1761,RHHBY,Xolair (omalizumab),Chronic rhinosinusitis with nasal polyps (CRSwNP),phase3,06/03/2019,"Phase 3 trials met primary endpoints - June 3, 2019."
1762,FBIO,Intravenous (IV) tramadol,Postoperative pain following bunionectomy surgery,phase3,06/03/2019,"Phase 3 data released June 3, 2019 met primary endpoint."
1763,ATXI,Intravenous (IV) tramadol,Postoperative pain following bunionectomy surgery,phase3,06/03/2019,"Phase 3 data released June 3, 2019 met primary endpoint."
1764,MRK,ZERBAXA(ceftolozane and tazobactam),Hospital-acquired bacterial pneumonia (HABP),approved,06/03/2019,"FDA approval announced June 3, 2019."
1765,RHHBY,Tecentriq plus nab-paclitaxel - IMpassion 130,Triple-negative breast cancer,phase3,06/04/2019,"Phase 3 OS update at ASCO June 4, 2019 - median OS=21.0 vs 18.7 months; HR=0.86."
